filmtv_id,title,year,genre,duration,country,directors,actors,avg_vote,critics_vote,public_vote,total_votes,description,notes,humor,rhythm,effort,tension,erotism
44965,Elena,2011,Drama,109,Russia,Andrej Zvyagintsev,"Andrey Smirnov, Nadezhda Markina, Elena Lyadova, Alexey Rozin",7.4,6.8,8.0,16,"Elena and Vladimir, two elders in their second marriage, have conflicting relationships with their first bed children. The wife is obsessed with her son's demands for money, unable to provide for himself and the needs of the family he has created. The husband, on the other hand, has not seen his daughter for a long time due to old disagreements. A heart attack that hits Vladimir will cause the man to reconnect with the girl and decide to name her his heir. Elena, usually docile and submissive, hoped for that inheritance to fix her son and will have to find a new solution.",,0,2,4,2,0
44986,Les bien-aimés,2011,Comedy,145,France,Christophe Honoré,"Ludivine Sagnier, Catherine Deneuve, Milos Forman, Louis Garrel, Chiara Mastroianni, Goldy Notay, Kenneth Collard, Gavin Brocker, Michel Delpech, Aicha Kossoko",6.6,5.5,8.0,9,"During the 1960s, marked by freedom and the sexual revolution, Madeleine left the city of Paris to join her new husband Jaromil in Prague. Their relationship is destined to be short-lived: with the arrival of the Russian tanks, the two break up and the woman returns to her native France. Thirty years later, in the days marked by AIDS and the fear associated with the disease, a similar fate will befall Vera, Madeleine's daughter, who moved to London for the love of Henderson. This bond is also destined to be wrecked in a short time. The two women attach themselves to their strength to live in order not to be disheartened by events.",,0,0,0,0,0
45007,In Film Nist,2011,Documentary,75,Iran,"Jafar Panahi, Mojtaba Mirtahmasb",,8.2,8.0,8.0,4,"Despite having become a democracy, Iran still has to take all the necessary steps to become a free country. The director Jafar Panahi is well aware of this, sentenced in 2010 to six years of imprisonment and twenty years of interdiction from the set for having denounced to the world, through his films, the horrors of the Tehran government. In the period in which he was awaiting the sentence, the director traced in this documentary the situation in which the entire Iranian cinema finds itself. To help him and to collect the testimony is the director Mojtaba Mirtahmas, previously assistant director of Panahi himself.",,0,0,0,0,0
45161,Paradies: Liebe,2012,Drama,120,"Germany, France, Austria",Ulrich Seidl,"Margarete Tiesel, Peter Kazungu, Inge Maux, Dunja Sowinetz, Helen Brugat, Gabriel Mwarua, Carlos Mkutano",7.5,7.41,8.0,43,"The beaches of Kenya are known to European tourists for the possibility of having easy adventures with local young people, who sell them love in exchange for some money and a better chance of life. Fascinated by what she hears about, Teresa, a fifty-year-old Austrian, decides to treat herself to a heavenly vacation that, between the pleasures of the flesh and bitter disappointments, will bring her into close contact with several men.","Seidl captures in the documentary as in fiction the crash of Western ideology, its myths and visions, on the sentimental tabula rasa of economic exchange, of the individual logic of enjoyment, of the obtuse fetishistic accumulation. Pornographic and humanist, at the same time: it does not embellish the obscene and looks at the state of man without hypocrisy. First chapter of a trilogy.",2,3,3,3,1
45324,Black Butterflies,2011,Biography,100,"Germany, Netherlands, South Africa",Paula van der Oest,"Rutger Hauer, Carice van Houten, Liam Cunningham, Grant Swanby, Graham Clarke, Leon Clingman, Nicholas Pauling, Jennifer Steyn, Damon Berry, Candice D'Arcy",7.8,7.5,8.0,3,"In 1960, in South Africa plagued by apartheid problems that cause continuous clashes between white and black people, the young Ingrid Jonkel finds an outlet by pouring out her most intimate thoughts on paper. Struggling with the unhappy romantic relationship she has with Jack Cope (Liam Cunningham) and with her stiff father (Rutger Hauer), minister of parliament and member of the censorship commission, Ingrid will change the destiny of her life by becoming an established poet. .",,0,0,0,0,0
45346,Ausente,2011,Drama,87,Argentina,Marco Berger,"Alejandro Barbero, Antonella Costa, Javier De Pietro, Carlos Echevarría, Rocío Pavón",8.3,9.0,8.0,3,"Sixteen-year-old Martin is secretly attracted to Sebastian, his school's swimming teacher, and does everything he can to violate his privacy and discover secret aspects, in order to get closer to his world and try to outsmart him. The right opportunity to try to shorten the distance comes when, due to an accident, Martin pretends to have injured his eye and asks the professor to accompany him to the emergency room. Discharged a couple of hours later, the student gets from Sebastian, who feels guilty about what happened, the opportunity to spend the night in his house. But, due to a sexual approach during sleep, going back to school will not be easy for both of us to manage.",,0,1,1,1,1
45544,Amour,2012,Drama,126,"France, Germany",Michael Haneke,"Isabelle Huppert, Jean-Louis Trintignant, William Shimell, Emmanuelle Riva, Rita Blanco, Laurent Capelluto",8.0,8.0,8.0,283,"Georges (Jean-Louis Trintignant) and Anne (Emmanuelle Riva) are now in their eighties and, after a life spent teaching music, have retired, also satisfied with the career of their daughter Eva (Isabelle Huppert), a musician who lives abroad with his family. But the love that binds the two elderly spouses will be put to the test when Georges will have to deal with humiliation and physical degradation due to a semi-paralyzing stroke that will suddenly hit his wife Anne, forcing him to redefine the balance family members, both with his wife and daughter.","Amour is, above all: a meager theatrical dimension, a stage / apartment, two gigantic performers (Jean-Louis Trintignant and Emmanuelle Riva) and a very high, secular and moral cinema. Who is, out of modesty, reticent about the causes, full of ellipses, but attentive to the effects, to the affections: what he does not say is revealed by the presence of the two actors, the exact design, in the silences and on the faces, of elusive feelings and paradoxical. There are the heroic awkwardness of life at the time of death here, the calm despair, the polite dismay, the necessary emptiness of words, the futile need for a past to be told and the profound need for physical proximity.",0,1,3,2,0
45564,Kiseki,2011,Drama,128,Japan,Hirokazu Koreeda,"Koki Maeda, Ohshirô Maeda, Ryôga Hayashi, Cara Uchida, Kanna Hashimoto, Rento Isobe, Hoshinosuke Yoshinaga, Hiroshi Abe, Yoshio Harada, Isao Hashizume",8.5,8.5,8.0,21,"After their parents divorced, the little brothers Koichi and Ryunosuke were forced to separate: the first lives with his mother in the house of his eccentric grandparents, the second instead followed his musician father to a city on the other side of Japan. The only hope they have to return to live under the same roof is to reunite their family but the task is difficult and the two just have to rely on an ancient legend, which tells of how a wish can come true when whoever expresses it attends the first meeting between two trains. And, thus, the recent opening of a new railway section pushes them to organize a reckless journey that will lead them, alone, to the place where they can express their request.",,3,2,4,0,0
45595,Hahithalfut,2011,Drama,94,Israel,Eran Kolirin,"Rotem Keinan, Sharon Tal, Dov Navon, Shirili Deshe, Shiri Ashkenazi, Zvika Fishzon, Michael Kfir, Arie Mark",6.8,5.5,8.0,4,"Having returned from work early, not finding anyone at home, a family man rediscovers the sweet feeling of being with no one around in the home, with the perception of finding himself in a world unknown to him or lived only as a child, when he imagined mysteries and hiding places around every corner. From that moment on, he will come up with everything to avoid being in the company of his wife and children, risking to permanently distance himself from his life and reality.",,0,0,0,0,0
45612,Transgression,2011,Thriller,95,Spain,Enric Alberich,"Michael Ironside, Maria Grazia Cucinotta, Jonathan Keltz, Carlos Bardem, Yon González, Ivana Miño, Fabio Fulco",7.5,7.0,8.0,3,"Elena (Maria Grazia Cucinotta) and Matthew (Michael Ironside) represent the perfect couple for those who know them: they love each other, they live in a luxurious and modern home and, above all, they have no financial worries. However, they are forced to get back into the game and test their survival skills when, in the middle of the night, a group of thieves sneaks into their home, triggering a spiral of violence and revealed secrets that leads to an unexpected reversal of roles between victims. and executioners.",,0,0,0,0,0
45853,Nel nome del padre - Director's Cut,2011,Drama,90,Italy,Marco Bellocchio,"Yves Beneyton, Renato Scarpa, Piero Vida, Aldo Sassi, Laura Betti, Marco Romizi, Amerigo Alberani, Gérard Boucaron, Edoardo Torricella, Tino Maestroni",7.8,8.0,8.0,15,"On the occasion of the Golden Lion for Lifetime Achievement, awarded to him at the 68th edition of the Venice Film Festival, the director Marco Bellocchio reworked his 1973 masterpiece, with the aim of updating it and cleaning it from ideological burdens, presenting a well-cut version 20 minutes of the story of the rebel and indomitable Angelo (Yves Beneyton), locked up in a luxury boarding school for kicking and slapping his father.","Shortened by the director after the preview at the New York Film Festival on October 12, 1971 from the original 115 minutes to the 107 minutes of the first public screening on September 7, 1972, Bellocchio has chosen to get his hands on an ambitious and complex film for the third time today. reduced to 83 minutes. The new assembly eliminates numerous moments that served to emphasize the cloistered dimension of the institute. Filmed in Rome at the former high school Massimo, In the name of the father, today even more than yesterday, is confirmed as politically unavoidable as well as a visionary masterpiece by Marco Bellocchio, one of our creators of the most daring and necessary film forms ever.",0,2,4,4,1
46000,Saya-zamurai,2011,Comedy,103,Japan,Hitoshi Matsumoto,"Takaaki Nomi, Sea Kumada, Itsuji Itao, Kazuo Takehara, Jun Kunimura, Masatoh Ibu, Tokio Emoto, Satoru Jitsunashi, Ryô, Rolly, Takumi Matsumoto, Motohiro Toriki",7.6,7.5,8.0,6,"Kanjuro is tired of his samurai life and decides to abandon his weapons to run away with his little daughter Tae. Wanted as a deserter, he is captured by the samurai of another clan and brought before their extravagant lord. The latter, in fact, grants him the possibility of saving himself from doing harakiri if in the following month, through thirty different attempts, he manages to bring a smile back to the face of his son, depressed since his mother died.",,2,2,0,1,0
46031,L'art d'aimer,2011,Comedy,85,France,Emmanuel Mouret,"Gaspard Ulliel, Judith Godrèche, François Cluzet, Élodie Navarre, Julie Depardieu, Frédérique Bel, Pascale Arbillot, Stanislas Merhar, Louis-Do de Lencquesaing, Laurent Stocker",7.3,7.0,8.0,4,,Choral comedy about the consequences of love within a group of friends.,0,0,0,0,0
46109,Louise Wimmer,2011,Drama,80,France,Cyril Mennegun,"Corinne Masiero, Jérôme Kircher, Anne Benoît, Marie Kremer, Jean-Marc Roulot",8.0,8.0,8.0,3,"Louise Wimmer lived her entire life between ease, comfort and luxury, thanks to her husband's economic position. At the age of fifty, however, the sudden separation cancels all well-being and slowly she finds herself forced to give up everything around her, to find a job as a cleaning lady and to live in hardship inside her car. The only thing she has left is a healthy dose of pride, which leads her to want to rely only on her strength to succeed, refusing the help and support of her new and affectionate partner and daughter, even at the risk of be too hard and anchored to the sense of superiority given to it by the previous class of belonging.",,0,0,0,0,0
46120,Voi siete qui,2011,Documentary,85,Italy,Francesco Matera,"Alberto Crespi, Angelina Chavez",7.1,6.25,8.0,5,"To write a book, the critic Alberto Crespi, followed by the photographer Angelina Chavez who moved to Italy for a couple of years, guides the city of Rome on a journey to discover the famous locations of Italian cinema, pausing in the places that dozens of directors have chosen as the set of their films, recounting their emotions and trying to imagine with the filmmakers what those scenes would have been like had they been shot today.",,1,2,2,0,0
46128,Une vie meilleure,2011,Drama,110,France,Cédric Kahn,"Guillaume Canet, Leïla Bekhti, Slimane Khettabi",6.8,5.5,8.0,3,"Yann is a qualified chef from years of study but cannot find work in Paris restaurants due to a lack of practical experience in the sector. During yet another job interview, he meets Nadia, a single mother of Franco-Algerian origins, with whom he falls in love. Yann, Nadia and their son Slimane form a perfect family but, to pursue his dream, Yann takes a loan from a bank to buy an abandoned building near a lake and turn it into a restaurant, thus compromising both his economic situation and his his love life due to the impossibility of repaying the debt contracted, so much so that Nadia, accepting a job in Montreal, decides to leave, leaving him alone to grapple with Slimane's growth.",,1,2,3,3,0
46135,Himizu,2011,Drama,129,Japan,Sion Sono,"Shôta Sometani, Fumi Nikaidô, Tetsu Watanabe, Mitsuru Fukikoshi",7.9,7.71,8.0,36,"The family life of the young Sumida is certainly not going very well. The mother first kicked her drunk father out of the house and then moved into her new partner's house, leaving her son alone and struggling with the worries of everyday life and the boat rental shop he runs. Subjected to great stress, Sumida has to deal with the cruelty and dark world of the demons of her mind, which little by little try to take over. The only person who tries to stay close to him is his classmate Keiko Chazawa looking for someone to love but the situation worsens when Sumida one evening on impulse kills her father, during yet another discussion made up of verbal and physical violence.",Based on the manga of the same name by Minoru Furuya.,2,3,3,3,1
46174,Mildred Pierce,2011,Drama,300,United States,Todd Haynes,"Kate Winslet, Guy Pearce, Evan Rachel Wood, Brian F. O'Byrne, Melissa Leo, James LeGros, Murphy Guyer, Mare Winningham, Marin Ireland, Diane Kagan, Miriam Shor",7.8,7.78,8.0,43,"In Los Angeles, during the Great Depression, Mildred (Kate Winslet), a woman of humble origins with great courage and independence, faces the separation from her husband and the complicated relationship with her daughter Veda (Evan Rachel Wood), arrogant and narcissistic, towards which he nurtures an insane devotion. Surrounded by weak and indolent male figures, Mildred can only count on her own strength to seek social and personal redemption.","5-part television miniseries, based on the novel of the same name by James M. Cain.",0,0,0,0,0
46202,Présumé coupable,2011,Drama,101,France,Vincent Garenq,"Philippe Torreton, Wladimir Yordanoff, Noémie Lvovsky, Raphaël Ferret, Michelle Goddet, Farida Ouchani, Olivier Claverie, Jean-Pierre Bagot, Sarah Lecarpentier, Vincent Nemeth",7.9,8.0,8.0,5,"In Boulogne, at dawn on November 14, 2001, the police broke into the Marécaux's home and, without consideration for the small children present at the scene, resorted to strong means to arrest Alain and his wife, accused along with twelve other people of being involved in the Outreau case and having committed terrible acts of pedophilia. From that moment on, a long and inhumane judicial ordeal begins for Alain, who declared himself innocent right from the start, which forces him to four very long years in prison and which upsets his life as well as that of his family.",Inspired by the true story of Alain Marécaux and based on the book he himself wrote to denounce one of the biggest mistakes of the French judicial system.,0,0,0,0,0
46448,Siglo ng pagluluwal,2011,Drama,355,Philippines,Lav Diaz,"Angel Aquino, Joel Torre, Perry Dizon, Hazel Orencio, Roeder Camanag, Soliman Cruz, Dante Perez, Modesta",8.5,9.17,8.0,30,"The director Homer has been working for years on the realization of his latest work: he has in mind a story that tells how the cult can be capable of destroying the world due to the fundamentalism of some exponents, as in the case of a Christian cult leader of an area rural area of ??the country. During the making of the film, Homer annihilates his muse and then re-evaluates her at the end of the work.",,0,2,2,3,1
46491,Inni,2011,Musical,74,"Iceland, Great Britain, Canada",Vincent Morisset,"Jon Thor Birgisson, Orri P. Dyrason, Georg Holm, Kjartan Sveinsson",7.5,7.0,8.0,3,"Stock footage from Icelandic band Sigur Rós' first ten-year career alternate with filming the band's concert at London's Alexandra Palace, before taking a long break from the stage and seeing the original lineup reduced to just four components (after the abandonment of the Amiina string quartet).",,0,0,0,0,0
46500,Mundial Olvidado,2011,Documentary,95,"Italy, Argentina","Lorenzo Garzella, Filippo Macelloni",,6.9,6.33,8.0,12,"In the history of football in the twentieth century there is a shadowy history that has ended up taking on the halo of legend: the World Cup held in 1942 in Patagonia, Argentina, and never recognized by the official bodies. For years not even the name of the winning team of the tournament was known, yet the event was often remembered by excellent testimonies. To find out what really happened, the directors Garzella and Macelloni go to South America to tell a story in which sporting passion is intertwined with the anarchist epic of those years of world history.","Fake newsreels, fake vintage photographs, stickers of the participants, even the complicity of football's big hits: the film flows between legend and reality, without, however, completely clarifying its underlying motivations. In good faith, we believe that Garzella and Macelloni wanted to reflect on the ability of cinema to produce and objectify myths, transfiguring historical material (conflict, fascism, the World Cup) to elevate it to an epic status made up of love, patriotism and challenge to regimes. Also for this reason, feeling condescending sympathy for the film is an instinctive act.",0,2,3,0,0
46831,Keyhole,2011,Drama,105,Canada,Guy Maddin,"Jason Patric, Isabella Rossellini, Udo Kier, Kevin McDonald, Tattiawna Jones, David Wontner, Brooke Palsson, Darcy Fehr, Daniel Enright, Louis Negin",7.5,7.4,8.0,10,"After a long absence, gangster Ulysses Pick (Jason Patric) returns home, dragging the body of a teenage girl and a bound and gagged young man with him. There, all the members of his gang who have managed to overcome the police forces await him. There is great friction between them, the shadow of betrayal hovers but Ulysses seems to focus his attention on one thing only: to reach, room after room, his wife Hyacinth (Isabella Rossellini), locked in her upstairs bedroom. The company, however, is more difficult than expected and every corner of the house hides unexpected events that take you back to the mysterious past of the family.",,2,2,2,4,2
46858,Nuit #1,2011,Drama,91,Canada,Anne Émond,"Catherine de Léan, Dimitri Storoge",7.5,7.0,8.0,3,"Clara and Nikolai meet at a rave party and end up having sex at his house. During the night, Clara tries to sneak out of the house quietly but Nikolai wakes up and begins to criticize the choices of modern women so emancipated that they use men as tools. His words start a long conversation that lasts until dawn, allowing the two to get to know each other in depth and to bring out the ghosts of their past life experiences.",,0,0,0,0,0
46881,Into the Abyss,2011,Documentary,106,"Germany, Canada",Werner Herzog,"Richard Lopez, Michael Perry, Damon Hall, Lisa Stotler-Balloun, Charles Richardson, Jason Burkett, Jared Talbert",8.1,7.7,9.0,32,"In gathering testimony from death row inmates, director Werner Herzog comes across the story of Jason Burkett and Michael Perry, two young boys arrested in 2001 for triple murder and sentenced to life in prison one and the other to death, respectively. Rei of having killed with the aggravating circumstance of futile reasons - the theft of a car for a trip out of town -, they were nailed by irrefutable evidence against them, so much so that the jury's verdict did not admit excuses. After interviewing Perry and Burkett just eight days after the execution, in order to examine the dynamics related to the American judicial system, the director also meets the families of the victims, the perpetrators, the police officers and the law forces involved in the affair. .",,0,0,0,0,0
46893,Momo e no tegami,2011,Animation,120,Japan,Hiroyuki Okiura,,7.4,7.0,8.0,35,"After the death of her father who left her an unfinished letter, Momo leaves Tokyo with her mother to move to the small island of Shio, where she immediately learns local habits and customs, thanks also to the friendship of some children. Soon, in what seemed like a peaceful place, strange episodes begin to occur and every time she is left alone in the house Momo hears mumbling coming from the attic. Researching the origin of those sounds, she meets a trio of annoying little devils from whom she learns that her arrival in Shio is somehow connected to the letter her father was writing to her before he died.",,1,1,1,1,0
47267,Amen,2011,Drama,72,South Korea,Kim Ki-duk,"Kim Ye-na, Kim Ki-duk",7.2,6.5,8.0,11,"A Korean woman goes to France to visit her boyfriend but, having arrived at her destination, she discovers that he has left for Venice and thus decides to join him in Italy. On the way to Venice, however, she is attacked and raped by a stranger who wears a gas mask and steals all her luggage. Arriving in the Venetian city, she has another unwelcome surprise: her boyfriend has already left for a trip around Europe. Thus, she too begins to wander around the old continent, chased by the rapist who, little by little, begins to return her stolen luggage.",,0,0,0,0,0
47546,Poongsan,2011,Action,121,South Korea,Juhn Jai-hong,"Kye Sang Yoon, Gyu-ri Kim, Kim Jong-soo, Han Gi-Joong, Choi Moo-Seong, Ha-bok Yu, Yong-geun Bae, Jeong-seok Kim, Jo Jae-Ryong, Nak-jun Lee",7.6,7.67,8.0,5,"Challenging fate and the police forces, Poongsan continually crosses the border line between the two Koreas to act as a courier of messages and information for all those who have family members who live on the other side of the country. One day, unexpectedly, Poonsan is approached by the South Korean secret services who assign him the task of going to North Korea to pick up the young In-oak, the lover of a deserter who has found refuge in Seoul. On the way back, however, the two fall in love going towards the Machiavellian revenge of the betrayed lover.",Written and produced by Kim Ki-duk.,0,0,0,0,0
47597,"Noordzee, Texas",2011,Drama,94,Belgium,Bavo Defurne,"Jelle Florizoone, Nina Marie Kortekaas, Eva van der Gucht, Mathias Vergels, Luk Wyns, Thomas Coumans, Katelijne Damen, Daniel Sikora",7.9,8.0,8.0,10,"Towards the end of the 1960s, Pim is sixteen and lives in a remote village on the Belgian coast with her eccentric and plump mother Yvette, an accordion player who spends her time drinking, smoking and winning new boyfriends. From an early age, Pim dreamed of a better existence, imagining that one day he could become queen or princess of a beauty pageant, while now he begins to dream of living a love story with Gino, the neighbors' son who has become his idol. but also the cause of constant derision and humiliation by other peers. When his mother runs away with a young partner, Pim is left alone and to get closer to his dream he goes to live in the house of nearby Marcela not imagining that Sabrina, Gino's sister, has fallen in love with him.",,0,0,0,0,0
47601,Jesus Henry Christ,2011,Comedy,91,United States,Dennis Lee,"Toni Collette, Michael Sheen, Jason Spevack, Samantha Weinstein, Frank Moore, Aaron Abrams, Melyssa Ade, Paul Braunstein, Hannah Brigden, Luca Castricone",7.7,,8.0,3,"Ten-year-old Henry wants to know why he grew up alone with his mother Patricia, a staunch feminist, without ever knowing her father and, while Patricia glosses over the answer, grandfather Stan tells him that he was conceived using the seed of an anonymous donor. Finally, he discovers that he is the son of university professor Slavkin O'Hara, the single father of Audrey, a twelve-year-old girl who is the subject of a book on raising children in a family formed by a homosexual couple written by Slavkin himself and therefore became the laughing stock of his peers. Due to a provocative manifesto he has drawn up, Henry is expelled from school but gets a scholarship as a child prodigy and can attend university, where he meets his father and sets out to form a single family.",,0,0,0,0,0
